row_index,sample_id,temperature,temperature_index,replicate_index,chain_index,chain_id,seed,initial_state,production_sweep_number,sample_index_within_chain,split_name,energy_per_spin,signed_magnetisation,absolute_magnetisation,acceptance_fraction
1661,d25_t05_r03_s011,2.15,5,3,33,ising2d_t05_r03_seed25059,25059,down,480,11,validation,-1.35,-0.705,0.705,0.18312499999999998
1662,d25_t05_r03_s012,2.15,5,3,33,ising2d_t05_r03_seed25059,25059,down,520,12,validation,-1.53,-0.785,0.785,0.13537500000000002
1663,d25_t05_r03_s013,2.15,5,3,33,ising2d_t05_r03_seed25059,25059,down,560,13,validation,-1.73,-0.9,0.9,0.10718749999999996
1664,d25_t05_r03_s014,2.15,5,3,33,ising2d_t05_r03_seed25059,25059,down,600,14,validation,-1.68,-0.89,0.89,0.12050000000000001
1665,d25_t05_r03_s015,2.15,5,3,33,ising2d_t05_r03_seed25059,25059,down,640,15,validation,-1.6,-0.835,0.835,0.1375625
1666,d25_t05_r03_s016,2.15,5,3,33,ising2d_t05_r03_seed25059,25059,down,680,16,validation,-1.71,-0.89,0.89,0.11656249999999999
1667,d25_t05_r03_s017,2.15,5,3,33,ising2d_t05_r03_seed25059,25059,down,720,17,validation,-1.5,-0.715,0.715,0.13568750000000002
1668,d25_t05_r03_s018,2.15,5,3,33,ising2d_t05_r03_seed25059,25059,down,760,18,validation,-1.59,-0.75,0.75,0.16531249999999997
1669,d25_t05_r03_s019,2.15,5,3,33,ising2d_t05_r03_seed25059,25059,down,800,19,validation,-1.62,-0.865,0.865,0.14568750000000003
1670,d25_t05_r03_s020,2.15,5,3,33,ising2d_t05_r03_seed25059,25059,down,840,20,validation,-1.61,-0.845,0.845,0.12825
1671,d25_t05_r03_s021,2.15,5,3,33,ising2d_t05_r03_seed25059,25059,down,880,21,validation,-1.68,-0.85,0.85,0.10931249999999999
1672,d25_t05_r03_s022,2.15,5,3,33,ising2d_t05_r03_seed25059,25059,down,920,22,validation,-1.64,-0.885,0.885,0.1335625
1673,d25_t05_r03_s023,2.15,5,3,33,ising2d_t05_r03_seed25059,25059,down,960,23,validation,-1.52,-0.765,0.765,0.14687499999999998
1674,d25_t05_r03_s024,2.15,5,3,33,ising2d_t05_r03_seed25059,25059,down,1000,24,validation,-1.64,-0.89,0.89,0.10143750000000003
1675,d25_t05_r03_s025,2.15,5,3,33,ising2d_t05_r03_seed25059,25059,down,1040,25,validation,-1.57,-0.84,0.84,0.11199999999999999
1676,d25_t05_r03_s026,2.15,5,3,33,ising2d_t05_r03_seed25059,25059,down,1080,26,validation,-1.64,-0.895,0.895,0.10068750000000001
1677,d25_t05_r03_s027,2.15,5,3,33,ising2d_t05_r03_seed25059,25059,down,1120,27,validation,-1.58,-0.845,0.845,0.12275
1678,d25_t05_r03_s028,2.15,5,3,33,ising2d_t05_r03_seed25059,25059,down,1160,28,validation,-1.54,-0.845,0.845,0.12537500000000004
1679,d25_t05_r03_s029,2.15,5,3,33,ising2d_t05_r03_seed25059,25059,down,1200,29,validation,-1.75,-0.93,0.93,0.1291875
1680,d25_t05_r03_s030,2.15,5,3,33,ising2d_t05_r03_seed25059,25059,down,1240,30,validation,-1.54,-0.845,0.845,0.11456250000000004
1681,d25_t05_r03_s031,2.15,5,3,33,ising2d_t05_r03_seed25059,25059,down,1280,31,validation,-1.44,-0.79,0.79,0.12693749999999998
1682,d25_t05_r03_s032,2.15,5,3,33,ising2d_t05_r03_seed25059,25059,down,1320,32,validation,-1.66,-0.865,0.865,0.1354375
1683,d25_t05_r03_s033,2.15,5,3,33,ising2d_t05_r03_seed25059,25059,down,1360,33,validation,-1.67,-0.88,0.88,0.1234375
1684,d25_t05_r03_s034,2.15,5,3,33,ising2d_t05_r03_seed25059,25059,down,1400,34,validation,-1.72,-0.89,0.89,0.09637499999999997
1685,d25_t05_r03_s035,2.15,5,3,33,ising2d_t05_r03_seed25059,25059,down,1440,35,validation,-1.67,-0.895,0.895,0.12518749999999995
1686,d25_t05_r03_s036,2.15,5,3,33,ising2d_t05_r03_seed25059,25059,down,1480,36,validation,-1.6,-0.81,0.81,0.1114375
1687,d25_t05_r03_s037,2.15,5,3,33,ising2d_t05_r03_seed25059,25059,down,1520,37,validation,-1.44,-0.735,0.735,0.12031250000000002
1688,d25_t05_r03_s038,2.15,5,3,33,ising2d_t05_r03_seed25059,25059,down,1560,38,validation,-1.63,-0.87,0.87,0.1534375
1689,d25_t05_r03_s039,2.15,5,3,33,ising2d_t05_r03_seed25059,25059,down,1600,39,validation,-1.68,-0.83,0.83,0.15287500000000004
1690,d25_t05_r03_s040,2.15,5,3,33,ising2d_t05_r03_seed25059,25059,down,1640,40,validation,-1.36,-0.67,0.67,0.11925000000000001
1691,d25_t05_r03_s041,2.15,5,3,33,ising2d_t05_r03_seed25059,25059,down,1680,41,validation,-1.51,-0.715,0.715,0.13343750000000001
1692,d25_t05_r03_s042,2.15,5,3,33,ising2d_t05_r03_seed25059,25059,down,1720,42,validation,-1.61,-0.84,0.84,0.12831250000000002
1693,d25_t05_r03_s043,2.15,5,3,33,ising2d_t05_r03_seed25059,25059,down,1760,43,validation,-1.59,-0.845,0.845,0.1481875
1694,d25_t05_r03_s044,2.15,5,3,33,ising2d_t05_r03_seed25059,25059,down,1800,44,validation,-1.66,-0.885,0.885,0.12425000000000004
1695,d25_t05_r03_s045,2.15,5,3,33,ising2d_t05_r03_seed25059,25059,down,1840,45,validation,-1.83,-0.935,0.935,0.10637499999999997
1696,d25_t05_r03_s046,2.15,5,3,33,ising2d_t05_r03_seed25059,25059,down,1880,46,validation,-1.48,-0.82,0.82,0.12756249999999997
1697,d25_t05_r03_s047,2.15,5,3,33,ising2d_t05_r03_seed25059,25059,down,1920,47,validation,-1.58,-0.85,0.85,0.100875
1698,d25_t05_r03_s048,2.15,5,3,33,ising2d_t05_r03_seed25059,25059,down,1960,48,validation,-1.53,-0.795,0.795,0.1599375
1699,d25_t05_r03_s049,2.15,5,3,33,ising2d_t05_r03_seed25059,25059,down,2000,49,validation,-1.78,-0.935,0.935,0.143875
1700,d25_t05_r04_s000,2.15,5,4,34,ising2d_t05_r04_seed25077,25077,up,40,0,test,-1.75,0.915,0.915,0.12443750000000006
1701,d25_t05_r04_s001,2.15,5,4,34,ising2d_t05_r04_seed25077,25077,up,80,1,test,-1.67,0.9,0.9,0.0968125
1702,d25_t05_r04_s002,2.15,5,4,34,ising2d_t05_r04_seed25077,25077,up,120,2,test,-1.5,0.825,0.825,0.11556249999999998
1703,d25_t05_r04_s003,2.15,5,4,34,ising2d_t05_r04_seed25077,25077,up,160,3,test,-1.79,0.925,0.925,0.14162499999999995
1704,d25_t05_r04_s004,2.15,5,4,34,ising2d_t05_r04_seed25077,25077,up,200,4,test,-1.58,0.855,0.855,0.109625
1705,d25_t05_r04_s005,2.15,5,4,34,ising2d_t05_r04_seed25077,25077,up,240,5,test,-1.74,0.895,0.895,0.105375
1706,d25_t05_r04_s006,2.15,5,4,34,ising2d_t05_r04_seed25077,25077,up,280,6,test,-1.68,0.895,0.895,0.09962499999999999
1707,d25_t05_r04_s007,2.15,5,4,34,ising2d_t05_r04_seed25077,25077,up,320,7,test,-1.72,0.895,0.895,0.11875000000000005
1708,d25_t05_r04_s008,2.15,5,4,34,ising2d_t05_r04_seed25077,25077,up,360,8,test,-1.48,0.795,0.795,0.11074999999999999
1709,d25_t05_r04_s009,2.15,5,4,34,ising2d_t05_r04_seed25077,25077,up,400,9,test,-1.81,0.95,0.95,0.0978125
1710,d25_t05_r04_s010,2.15,5,4,34,ising2d_t05_r04_seed25077,25077,up,440,10,test,-1.59,0.84,0.84,0.139125
1711,d25_t05_r04_s011,2.15,5,4,34,ising2d_t05_r04_seed25077,25077,up,480,11,test,-1.66,0.88,0.88,0.12837499999999996
1712,d25_t05_r04_s012,2.15,5,4,34,ising2d_t05_r04_seed25077,25077,up,520,12,test,-1.78,0.935,0.935,0.11706250000000003
1713,d25_t05_r04_s013,2.15,5,4,34,ising2d_t05_r04_seed25077,25077,up,560,13,test,-1.73,0.905,0.905,0.131875
1714,d25_t05_r04_s014,2.15,5,4,34,ising2d_t05_r04_seed25077,25077,up,600,14,test,-1.59,0.87,0.87,0.10156249999999997
1715,d25_t05_r04_s015,2.15,5,4,34,ising2d_t05_r04_seed25077,25077,up,640,15,test,-1.71,0.865,0.865,0.13943749999999996
1716,d25_t05_r04_s016,2.15,5,4,34,ising2d_t05_r04_seed25077,25077,up,680,16,test,-1.57,0.82,0.82,0.12893749999999998
1717,d25_t05_r04_s017,2.15,5,4,34,ising2d_t05_r04_seed25077,25077,up,720,17,test,-1.53,0.835,0.835,0.1579375
1718,d25_t05_r04_s018,2.15,5,4,34,ising2d_t05_r04_seed25077,25077,up,760,18,test,-1.75,0.92,0.92,0.10881249999999998
1719,d25_t05_r04_s019,2.15,5,4,34,ising2d_t05_r04_seed25077,25077,up,800,19,test,-1.7,0.905,0.905,0.10318750000000003
1720,d25_t05_r04_s020,2.15,5,4,34,ising2d_t05_r04_seed25077,25077,up,840,20,test,-1.52,0.815,0.815,0.11300000000000002
1721,d25_t05_r04_s021,2.15,5,4,34,ising2d_t05_r04_seed25077,25077,up,880,21,test,-1.55,0.815,0.815,0.1385
1722,d25_t05_r04_s022,2.15,5,4,34,ising2d_t05_r04_seed25077,25077,up,920,22,test,-1.5,0.72,0.72,0.12181250000000003
1723,d25_t05_r04_s023,2.15,5,4,34,ising2d_t05_r04_seed25077,25077,up,960,23,test,-1.49,0.75,0.75,0.13574999999999998
1724,d25_t05_r04_s024,2.15,5,4,34,ising2d_t05_r04_seed25077,25077,up,1000,24,test,-1.78,0.935,0.935,0.14893750000000003
1725,d25_t05_r04_s025,2.15,5,4,34,ising2d_t05_r04_seed25077,25077,up,1040,25,test,-1.71,0.915,0.915,0.10012499999999999
1726,d25_t05_r04_s026,2.15,5,4,34,ising2d_t05_r04_seed25077,25077,up,1080,26,test,-1.72,0.905,0.905,0.13012500000000002
1727,d25_t05_r04_s027,2.15,5,4,34,ising2d_t05_r04_seed25077,25077,up,1120,27,test,-1.69,0.89,0.89,0.11531250000000001
1728,d25_t05_r04_s028,2.15,5,4,34,ising2d_t05_r04_seed25077,25077,up,1160,28,test,-1.34,0.705,0.705,0.15631250000000002
1729,d25_t05_r04_s029,2.15,5,4,34,ising2d_t05_r04_seed25077,25077,up,1200,29,test,-1.79,0.945,0.945,0.1315
1730,d25_t05_r04_s030,2.15,5,4,34,ising2d_t05_r04_seed25077,25077,up,1240,30,test,-1.68,0.895,0.895,0.09274999999999999
1731,d25_t05_r04_s031,2.15,5,4,34,ising2d_t05_r04_seed25077,25077,up,1280,31,test,-1.58,0.865,0.865,0.11699999999999997
1732,d25_t05_r04_s032,2.15,5,4,34,ising2d_t05_r04_seed25077,25077,up,1320,32,test,-1.69,0.895,0.895,0.12975
1733,d25_t05_r04_s033,2.15,5,4,34,ising2d_t05_r04_seed25077,25077,up,1360,33,test,-1.22,0.565,0.565,0.19474999999999995
1734,d25_t05_r04_s034,2.15,5,4,34,ising2d_t05_r04_seed25077,25077,up,1400,34,test,-1.71,0.88,0.88,0.1529375
1735,d25_t05_r04_s035,2.15,5,4,34,ising2d_t05_r04_seed25077,25077,up,1440,35,test,-1.85,0.955,0.955,0.12743750000000004
1736,d25_t05_r04_s036,2.15,5,4,34,ising2d_t05_r04_seed25077,25077,up,1480,36,test,-1.65,0.79,0.79,0.1181875
1737,d25_t05_r04_s037,2.15,5,4,34,ising2d_t05_r04_seed25077,25077,up,1520,37,test,-1.68,0.86,0.86,0.12362500000000003
1738,d25_t05_r04_s038,2.15,5,4,34,ising2d_t05_r04_seed25077,25077,up,1560,38,test,-1.75,0.905,0.905,0.13293750000000001
1739,d25_t05_r04_s039,2.15,5,4,34,ising2d_t05_r04_seed25077,25077,up,1600,39,test,-1.67,0.89,0.89,0.1084375
1740,d25_t05_r04_s040,2.15,5,4,34,ising2d_t05_r04_seed25077,25077,up,1640,40,test,-1.47,0.825,0.825,0.13356250000000006
1741,d25_t05_r04_s041,2.15,5,4,34,ising2d_t05_r04_seed25077,25077,up,1680,41,test,-1.45,0.805,0.805,0.11724999999999997
1742,d25_t05_r04_s042,2.15,5,4,34,ising2d_t05_r04_seed25077,25077,up,1720,42,test,-1.61,0.755,0.755,0.128125
1743,d25_t05_r04_s043,2.15,5,4,34,ising2d_t05_r04_seed25077,25077,up,1760,43,test,-1.4,0.72,0.72,0.1405625
1744,d25_t05_r04_s044,2.15,5,4,34,ising2d_t05_r04_seed25077,25077,up,1800,44,test,-1.76,0.915,0.915,0.15206250000000002
1745,d25_t05_r04_s045,2.15,5,4,34,ising2d_t05_r04_seed25077,25077,up,1840,45,test,-1.45,0.78,0.78,0.0990625
1746,d25_t05_r04_s046,2.15,5,4,34,ising2d_t05_r04_seed25077,25077,up,1880,46,test,-1.7,0.85,0.85,0.112375
1747,d25_t05_r04_s047,2.15,5,4,34,ising2d_t05_r04_seed25077,25077,up,1920,47,test,-1.45,0.785,0.785,0.1443125
1748,d25_t05_r04_s048,2.15,5,4,34,ising2d_t05_r04_seed25077,25077,up,1960,48,test,-1.72,0.91,0.91,0.1200625
1749,d25_t05_r04_s049,2.15,5,4,34,ising2d_t05_r04_seed25077,25077,up,2000,49,test,-1.48,0.795,0.795,0.12706250000000002
1750,d25_t05_r05_s000,2.15,5,5,35,ising2d_t05_r05_seed25095,25095,down,40,0,test,-1.64,-0.835,0.835,0.12287500000000003
1751,d25_t05_r05_s001,2.15,5,5,35,ising2d_t05_r05_seed25095,25095,down,80,1,test,-1.81,-0.94,0.94,0.12268750000000002
1752,d25_t05_r05_s002,2.15,5,5,35,ising2d_t05_r05_seed25095,25095,down,120,2,test,-1.73,-0.91,0.91,0.10950000000000001
1753,d25_t05_r05_s003,2.15,5,5,35,ising2d_t05_r05_seed25095,25095,down,160,3,test,-1.57,-0.83,0.83,0.12674999999999997
1754,d25_t05_r05_s004,2.15,5,5,35,ising2d_t05_r05_seed25095,25095,down,200,4,test,-1.64,-0.87,0.87,0.09449999999999999
1755,d25_t05_r05_s005,2.15,5,5,35,ising2d_t05_r05_seed25095,25095,down,240,5,test,-1.63,-0.875,0.875,0.11906249999999999
1756,d25_t05_r05_s006,2.15,5,5,35,ising2d_t05_r05_seed25095,25095,down,280,6,test,-1.67,-0.885,0.885,0.12387499999999999
1757,d25_t05_r05_s007,2.15,5,5,35,ising2d_t05_r05_seed25095,25095,down,320,7,test,-1.45,-0.68,0.68,0.12343750000000002
1758,d25_t05_r05_s008,2.15,5,5,35,ising2d_t05_r05_seed25095,25095,down,360,8,test,-1.62,-0.86,0.86,0.13575
1759,d25_t05_r05_s009,2.15,5,5,35,ising2d_t05_r05_seed25095,25095,down,400,9,test,-1.69,-0.905,0.905,0.13556249999999997
1760,d25_t05_r05_s010,2.15,5,5,35,ising2d_t05_r05_seed25095,25095,down,440,10,test,-1.57,-0.83,0.83,0.10218750000000001
1761,d25_t05_r05_s011,2.15,5,5,35,ising2d_t05_r05_seed25095,25095,down,480,11,test,-1.65,-0.88,0.88,0.11487499999999998
1762,d25_t05_r05_s012,2.15,5,5,35,ising2d_t05_r05_seed25095,25095,down,520,12,test,-1.36,-0.72,0.72,0.146
1763,d25_t05_r05_s013,2.15,5,5,35,ising2d_t05_r05_seed25095,25095,down,560,13,test,-1.52,-0.795,0.795,0.14593750000000003
1764,d25_t05_r05_s014,2.15,5,5,35,ising2d_t05_r05_seed25095,25095,down,600,14,test,-1.62,-0.87,0.87,0.12543749999999998
1765,d25_t05_r05_s015,2.15,5,5,35,ising2d_t05_r05_seed25095,25095,down,640,15,test,-1.7,-0.865,0.865,0.14856250000000001
1766,d25_t05_r05_s016,2.15,5,5,35,ising2d_t05_r05_seed25095,25095,down,680,16,test,-1.63,-0.83,0.83,0.1384375
1767,d25_t05_r05_s017,2.15,5,5,35,ising2d_t05_r05_seed25095,25095,down,720,17,test,-1.56,-0.86,0.86,0.15600000000000003
1768,d25_t05_r05_s018,2.15,5,5,35,ising2d_t05_r05_seed25095,25095,down,760,18,test,-1.76,-0.895,0.895,0.1254375
1769,d25_t05_r05_s019,2.15,5,5,35,ising2d_t05_r05_seed25095,25095,down,800,19,test,-1.71,-0.915,0.915,0.10325000000000002
1770,d25_t05_r05_s020,2.15,5,5,35,ising2d_t05_r05_seed25095,25095,down,840,20,test,-1.8,-0.94,0.94,0.1038125
1771,d25_t05_r05_s021,2.15,5,5,35,ising2d_t05_r05_seed25095,25095,down,880,21,test,-1.71,-0.9,0.9,0.10200000000000001
1772,d25_t05_r05_s022,2.15,5,5,35,ising2d_t05_r05_seed25095,25095,down,920,22,test,-1.56,-0.845,0.845,0.16131250000000003
1773,d25_t05_r05_s023,2.15,5,5,35,ising2d_t05_r05_seed25095,25095,down,960,23,test,-1.71,-0.89,0.89,0.11268750000000005
1774,d25_t05_r05_s024,2.15,5,5,35,ising2d_t05_r05_seed25095,25095,down,1000,24,test,-1.35,-0.725,0.725,0.1423125
1775,d25_t05_r05_s025,2.15,5,5,35,ising2d_t05_r05_seed25095,25095,down,1040,25,test,-1.63,-0.87,0.87,0.13806250000000003
1776,d25_t05_r05_s026,2.15,5,5,35,ising2d_t05_r05_seed25095,25095,down,1080,26,test,-1.54,-0.86,0.86,0.12462500000000001
1777,d25_t05_r05_s027,2.15,5,5,35,ising2d_t05_r05_seed25095,25095,down,1120,27,test,-1.65,-0.895,0.895,0.10306250000000003
1778,d25_t05_r05_s028,2.15,5,5,35,ising2d_t05_r05_seed25095,25095,down,1160,28,test,-1.56,-0.845,0.845,0.10637500000000003
1779,d25_t05_r05_s029,2.15,5,5,35,ising2d_t05_r05_seed25095,25095,down,1200,29,test,-1.52,-0.795,0.795,0.11687499999999999
1780,d25_t05_r05_s030,2.15,5,5,35,ising2d_t05_r05_seed25095,25095,down,1240,30,test,-1.61,-0.85,0.85,0.13306250000000003
1781,d25_t05_r05_s031,2.15,5,5,35,ising2d_t05_r05_seed25095,25095,down,1280,31,test,-1.49,-0.835,0.835,0.1219375
1782,d25_t05_r05_s032,2.15,5,5,35,ising2d_t05_r05_seed25095,25095,down,1320,32,test,-1.62,-0.84,0.84,0.1073125
1783,d25_t05_r05_s033,2.15,5,5,35,ising2d_t05_r05_seed25095,25095,down,1360,33,test,-1.53,-0.81,0.81,0.13999999999999996
1784,d25_t05_r05_s034,2.15,5,5,35,ising2d_t05_r05_seed25095,25095,down,1400,34,test,-1.69,-0.885,0.885,0.11693750000000003
1785,d25_t05_r05_s035,2.15,5,5,35,ising2d_t05_r05_seed25095,25095,down,1440,35,test,-1.54,-0.86,0.86,0.09868750000000001
1786,d25_t05_r05_s036,2.15,5,5,35,ising2d_t05_r05_seed25095,25095,down,1480,36,test,-1.53,-0.83,0.83,0.1065
1787,d25_t05_r05_s037,2.15,5,5,35,ising2d_t05_r05_seed25095,25095,down,1520,37,test,-1.62,-0.855,0.855,0.10956250000000001
1788,d25_t05_r05_s038,2.15,5,5,35,ising2d_t05_r05_seed25095,25095,down,1560,38,test,-1.54,-0.855,0.855,0.103375
1789,d25_t05_r05_s039,2.15,5,5,35,ising2d_t05_r05_seed25095,25095,down,1600,39,test,-1.57,-0.77,0.77,0.13218750000000004
1790,d25_t05_r05_s040,2.15,5,5,35,ising2d_t05_r05_seed25095,25095,down,1640,40,test,-1.65,-0.895,0.895,0.12531250000000002
1791,d25_t05_r05_s041,2.15,5,5,35,ising2d_t05_r05_seed25095,25095,down,1680,41,test,-1.56,-0.81,0.81,0.12456249999999999
1792,d25_t05_r05_s042,2.15,5,5,35,ising2d_t05_r05_seed25095,25095,down,1720,42,test,-1.61,-0.89,0.89,0.12975
1793,d25_t05_r05_s043,2.15,5,5,35,ising2d_t05_r05_seed25095,25095,down,1760,43,test,-1.53,-0.83,0.83,0.12087500000000002
1794,d25_t05_r05_s044,2.15,5,5,35,ising2d_t05_r05_seed25095,25095,down,1800,44,test,-1.39,-0.685,0.685,0.1614375
1795,d25_t05_r05_s045,2.15,5,5,35,ising2d_t05_r05_seed25095,25095,down,1840,45,test,-1.57,-0.805,0.805,0.12725000000000003
1796,d25_t05_r05_s046,2.15,5,5,35,ising2d_t05_r05_seed25095,25095,down,1880,46,test,-1.48,-0.79,0.79,0.14143749999999997
1797,d25_t05_r05_s047,2.15,5,5,35,ising2d_t05_r05_seed25095,25095,down,1920,47,test,-1.67,-0.875,0.875,0.12493750000000003
1798,d25_t05_r05_s048,2.15,5,5,35,ising2d_t05_r05_seed25095,25095,down,1960,48,test,-1.59,-0.78,0.78,0.1174375
1799,d25_t05_r05_s049,2.15,5,5,35,ising2d_t05_r05_seed25095,25095,down,2000,49,test,-1.73,-0.915,0.915,0.11281250000000001
1800,d25_t06_r00_s000,2.2,6,0,36,ising2d_t06_r00_seed25006,25006,up,40,0,train,-1.61,0.82,0.82,0.12500000000000003
1801,d25_t06_r00_s001,2.2,6,0,36,ising2d_t06_r00_seed25006,25006,up,80,1,train,-1.81,0.92,0.92,0.12075000000000002
1802,d25_t06_r00_s002,2.2,6,0,36,ising2d_t06_r00_seed25006,25006,up,120,2,train,-1.6,0.875,0.875,0.12806249999999997
1803,d25_t06_r00_s003,2.2,6,0,36,ising2d_t06_r00_seed25006,25006,up,160,3,train,-1.58,0.87,0.87,0.15031250000000002
1804,d25_t06_r00_s004,2.2,6,0,36,ising2d_t06_r00_seed25006,25006,up,200,4,train,-1.67,0.85,0.85,0.12299999999999997
1805,d25_t06_r00_s005,2.2,6,0,36,ising2d_t06_r00_seed25006,25006,up,240,5,train,-1.59,0.82,0.82,0.16262499999999996
1806,d25_t06_r00_s006,2.2,6,0,36,ising2d_t06_r00_seed25006,25006,up,280,6,train,-1.72,0.915,0.915,0.15618749999999998
1807,d25_t06_r00_s007,2.2,6,0,36,ising2d_t06_r00_seed25006,25006,up,320,7,train,-1.46,0.765,0.765,0.15187499999999998
1808,d25_t06_r00_s008,2.2,6,0,36,ising2d_t06_r00_seed25006,25006,up,360,8,train,-1.58,0.86,0.86,0.1600625
1809,d25_t06_r00_s009,2.2,6,0,36,ising2d_t06_r00_seed25006,25006,up,400,9,train,-1.69,0.9,0.9,0.12874999999999998
1810,d25_t06_r00_s010,2.2,6,0,36,ising2d_t06_r00_seed25006,25006,up,440,10,train,-1.57,0.815,0.815,0.13568750000000002
1811,d25_t06_r00_s011,2.2,6,0,36,ising2d_t06_r00_seed25006,25006,up,480,11,train,-1.62,0.815,0.815,0.12337500000000001
1812,d25_t06_r00_s012,2.2,6,0,36,ising2d_t06_r00_seed25006,25006,up,520,12,train,-1.51,0.815,0.815,0.12449999999999994
1813,d25_t06_r00_s013,2.2,6,0,36,ising2d_t06_r00_seed25006,25006,up,560,13,train,-1.65,0.865,0.865,0.12212499999999997
1814,d25_t06_r00_s014,2.2,6,0,36,ising2d_t06_r00_seed25006,25006,up,600,14,train,-1.6,0.87,0.87,0.15281250000000002
1815,d25_t06_r00_s015,2.2,6,0,36,ising2d_t06_r00_seed25006,25006,up,640,15,train,-1.67,0.835,0.835,0.1569375
1816,d25_t06_r00_s016,2.2,6,0,36,ising2d_t06_r00_seed25006,25006,up,680,16,train,-1.73,0.92,0.92,0.12743749999999998
1817,d25_t06_r00_s017,2.2,6,0,36,ising2d_t06_r00_seed25006,25006,up,720,17,train,-1.57,0.85,0.85,0.1005
1818,d25_t06_r00_s018,2.2,6,0,36,ising2d_t06_r00_seed25006,25006,up,760,18,train,-1.59,0.84,0.84,0.12187499999999998
1819,d25_t06_r00_s019,2.2,6,0,36,ising2d_t06_r00_seed25006,25006,up,800,19,train,-1.72,0.915,0.915,0.1219375
1820,d25_t06_r00_s020,2.2,6,0,36,ising2d_t06_r00_seed25006,25006,up,840,20,train,-1.54,0.845,0.845,0.14225
1821,d25_t06_r00_s021,2.2,6,0,36,ising2d_t06_r00_seed25006,25006,up,880,21,train,-1.46,0.785,0.785,0.16475000000000004
1822,d25_t06_r00_s022,2.2,6,0,36,ising2d_t06_r00_seed25006,25006,up,920,22,train,-1.79,0.935,0.935,0.131375
1823,d25_t06_r00_s023,2.2,6,0,36,ising2d_t06_r00_seed25006,25006,up,960,23,train,-1.68,0.895,0.895,0.11675000000000002
1824,d25_t06_r00_s024,2.2,6,0,36,ising2d_t06_r00_seed25006,25006,up,1000,24,train,-1.7,0.89,0.89,0.11781249999999999
1825,d25_t06_r00_s025,2.2,6,0,36,ising2d_t06_r00_seed25006,25006,up,1040,25,train,-1.6,0.855,0.855,0.13356249999999997
1826,d25_t06_r00_s026,2.2,6,0,36,ising2d_t06_r00_seed25006,25006,up,1080,26,train,-1.6,0.795,0.795,0.129
1827,d25_t06_r00_s027,2.2,6,0,36,ising2d_t06_r00_seed25006,25006,up,1120,27,train,-1.61,0.795,0.795,0.15137499999999998
1828,d25_t06_r00_s028,2.2,6,0,36,ising2d_t06_r00_seed25006,25006,up,1160,28,train,-1.49,0.735,0.735,0.15574999999999997
1829,d25_t06_r00_s029,2.2,6,0,36,ising2d_t06_r00_seed25006,25006,up,1200,29,train,-1.58,0.845,0.845,0.13712499999999994
1830,d25_t06_r00_s030,2.2,6,0,36,ising2d_t06_r00_seed25006,25006,up,1240,30,train,-1.51,0.75,0.75,0.1321875
1831,d25_t06_r00_s031,2.2,6,0,36,ising2d_t06_r00_seed25006,25006,up,1280,31,train,-1.35,0.66,0.66,0.16949999999999996
1832,d25_t06_r00_s032,2.2,6,0,36,ising2d_t06_r00_seed25006,25006,up,1320,32,train,-1.59,0.875,0.875,0.1350625
1833,d25_t06_r00_s033,2.2,6,0,36,ising2d_t06_r00_seed25006,25006,up,1360,33,train,-1.43,0.76,0.76,0.17456249999999998
1834,d25_t06_r00_s034,2.2,6,0,36,ising2d_t06_r00_seed25006,25006,up,1400,34,train,-1.45,0.595,0.595,0.15343750000000003
1835,d25_t06_r00_s035,2.2,6,0,36,ising2d_t06_r00_seed25006,25006,up,1440,35,train,-1.62,0.875,0.875,0.15450000000000003
1836,d25_t06_r00_s036,2.2,6,0,36,ising2d_t06_r00_seed25006,25006,up,1480,36,train,-1.49,0.79,0.79,0.1723125
1837,d25_t06_r00_s037,2.2,6,0,36,ising2d_t06_r00_seed25006,25006,up,1520,37,train,-1.47,0.72,0.72,0.1315
1838,d25_t06_r00_s038,2.2,6,0,36,ising2d_t06_r00_seed25006,25006,up,1560,38,train,-1.5,0.79,0.79,0.134625
1839,d25_t06_r00_s039,2.2,6,0,36,ising2d_t06_r00_seed25006,25006,up,1600,39,train,-1.51,0.73,0.73,0.19074999999999992
1840,d25_t06_r00_s040,2.2,6,0,36,ising2d_t06_r00_seed25006,25006,up,1640,40,train,-1.6,0.865,0.865,0.1733125
1841,d25_t06_r00_s041,2.2,6,0,36,ising2d_t06_r00_seed25006,25006,up,1680,41,train,-1.62,0.835,0.835,0.12024999999999997
1842,d25_t06_r00_s042,2.2,6,0,36,ising2d_t06_r00_seed25006,25006,up,1720,42,train,-1.54,0.83,0.83,0.1381875
1843,d25_t06_r00_s043,2.2,6,0,36,ising2d_t06_r00_seed25006,25006,up,1760,43,train,-1.51,0.77,0.77,0.13737499999999997
1844,d25_t06_r00_s044,2.2,6,0,36,ising2d_t06_r00_seed25006,25006,up,1800,44,train,-1.8,0.94,0.94,0.14975
1845,d25_t06_r00_s045,2.2,6,0,36,ising2d_t06_r00_seed25006,25006,up,1840,45,train,-1.54,0.805,0.805,0.15268750000000003
1846,d25_t06_r00_s046,2.2,6,0,36,ising2d_t06_r00_seed25006,25006,up,1880,46,train,-1.33,0.77,0.77,0.11368750000000001
1847,d25_t06_r00_s047,2.2,6,0,36,ising2d_t06_r00_seed25006,25006,up,1920,47,train,-1.34,0.63,0.63,0.13575000000000007
